id	text.id	subfile	spk.ref	zone	date	sex	age	reside	relig	word.count
99	S1A-021	1	E	non-corpus speaker	2002-2005	male	42-49	belfast	catholic	0
100	S1A-021	1	F	northern ireland	2002-2005	female	26-33	belfast	catholic	403
101	S1A-021	1	G	northern ireland	2002-2005	female	19-25	antrim	protestant	34
102	S1A-021	1	H	northern ireland	2002-2005	female	26-33	belfast	protestant	212
103	S1A-021	1	I	mixed between ni and roi	2002-2005	female	19-25	belfast	catholic	10
105	S1A-022	1	A	northern ireland	1990-1994	female	19-25	down	catholic	447
106	S1A-022	1	B	mixed between ni and roi	1990-1994	female	19-25	dublin (city)	catholic	540
107	S1A-022	1	C	northern ireland	1990-1994	female	42-49	down	catholic	324
108	S1A-022	1	D	northern ireland	1990-1994	male	50+	down	catholic	328
109	S1A-022	1	E	non-corpus speaker	1990-1994	male	0-18	down	catholic	9
111	S1A-023	1	A	northern ireland	1990-1994	female	19-25	down	catholic	356
112	S1A-023	1	B	mixed between ni and roi	1990-1994	female	19-25	dublin (city)	catholic	448
113	S1A-023	1	C	northern ireland	1990-1994	female	42-49	down	catholic	236
114	S1A-023	1	D	northern ireland	1990-1994	male	50+	down	catholic	369
115	S1A-023	1	E	non-corpus speaker	1990-1994	male	0-18	down	catholic	0
116	S1A-023	1	F	non-corpus speaker	1990-1994	female	0-18	down	catholic	0
136	S1A-029	1	A	northern ireland	1990-1994	male	19-25	NA	protestant	302
139	S1A-029	2	A	northern ireland	1990-1994	male	19-25	NA	protestant	118
159	S1A-033	1	A	northern ireland	2002-2005	female	50+	belfast	catholic	157
160	S1A-033	1	B	northern ireland	2002-2005	female	50+	belfast	catholic	1256
161	S1A-033	1	C	northern ireland	2002-2005	female	50+	belfast	catholic	416
162	S1A-033	1	D	mixed between ni and roi	2002-2005	female	50+	belfast	catholic	376
167	S1A-035	1	A	northern ireland	2002-2005	male	19-25	belfast	catholic	944
168	S1A-035	1	B	northern ireland	2002-2005	female	19-25	belfast	catholic	1160
169	S1A-036	1	A	northern ireland	2002-2005	female	26-33	belfast	catholic	657
170	S1A-036	1	B	northern ireland	2002-2005	female	26-33	belfast	catholic	1251
171	S1A-037	1	A	northern ireland	2002-2005	female	50+	belfast	catholic	202
172	S1A-037	1	B	northern ireland	2002-2005	female	50+	belfast	catholic	814
173	S1A-037	1	C	northern ireland	2002-2005	female	50+	belfast	catholic	899
174	S1A-037	1	D	mixed between ni and roi	2002-2005	female	50+	belfast	catholic	344
175	S1A-038	1	A	northern ireland	2002-2005	female	26-33	belfast	catholic	1012
176	S1A-038	1	B	northern ireland	2002-2005	female	26-33	belfast	catholic	938
177	S1A-039	1	A	northern ireland	2002-2005	male	26-33	armagh	catholic	228
178	S1A-039	1	B	northern ireland	2002-2005	male	19-25	armagh	catholic	1117
179	S1A-039	1	C	northern ireland	2002-2005	female	19-25	armagh	catholic	894
181	S1A-040	1	B	northern ireland	2002-2005	male	50+	down	catholic	400
182	S1A-040	1	C	northern ireland	2002-2005	female	19-25	down	catholic	96
183	S1A-040	1	D	northern ireland	2002-2005	female	19-25	down	catholic	268
194	S1A-043	1	A	northern ireland	2002-2005	female	50+	(london)derry	catholic	1574
195	S1A-043	1	B	northern ireland	2002-2005	male	26-33	belfast	catholic	272
196	S1A-043	1	C	mixed between ni and roi	2002-2005	female	26-33	belfast	catholic	50
197	S1A-043	1	D	northern ireland	2002-2005	female	26-33	belfast	catholic	63
198	S1A-044	1	A	mixed between ni and roi	2002-2005	female	26-33	england	protestant	1782
199	S1A-044	1	B	northern ireland	2002-2005	female	26-33	belfast	catholic	40
200	S1A-044	1	C	northern ireland	2002-2005	female	26-33	belfast	catholic	51
201	S1A-044	1	D	mixed between ni and roi	2002-2005	female	26-33	belfast	catholic	27
204	S1A-045	1	B	northern ireland	2002-2005	female	19-25	down	catholic	367
207	S1A-046	1	A	republic of ireland	1990-1994	female	19-25	limerick	catholic	775
208	S1A-046	1	B	republic of ireland	1990-1994	female	19-25	limerick	catholic	857
209	S1A-047	1	A	republic of ireland	1990-1994	female	42-49	NA	catholic	1157
210	S1A-047	1	B	republic of ireland	1990-1994	female	50+	limerick	catholic	621
213	S1A-049	1	A	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	2011
214	S1A-049	1	B	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	443
215	S1A-050	1	A	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	347
216	S1A-050	1	B	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	526
217	S1A-050	1	C	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	1099
219	S1A-051	1	A	mixed between ni and roi	1990-1994	female	19-25	dublin (city)	catholic	629
220	S1A-051	1	B	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	709
221	S1A-051	1	C	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	59
222	S1A-051	1	D	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	387
223	S1A-051	1	E	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	295
224	S1A-052	1	A	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	452
225	S1A-052	1	B	republic of ireland	1990-1994	male	19-25	dublin (city)	catholic	590
226	S1A-052	1	C	republic of ireland	1990-1994	male	26-33	dublin (city)	catholic	416
227	S1A-053	1	A	republic of ireland	1990-1994	female	26-33	dublin (city)	catholic	947
228	S1A-053	1	B	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	182
229	S1A-053	1	C	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	417
230	S1A-053	1	D	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	455
233	S1A-054	1	A	republic of ireland	1990-1994	female	26-33	dublin (city)	catholic	766
234	S1A-054	1	B	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	75
235	S1A-054	1	C	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	410
236	S1A-054	1	D	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	636
238	S1A-055	1	A	republic of ireland	1990-1994	male	50+	limerick	catholic	563
239	S1A-055	1	B	republic of ireland	1990-1994	female	50+	limerick	catholic	1310
240	S1A-055	1	D	republic of ireland	1990-1994	male	50+	limerick	catholic	250
241	S1A-055	1	E	republic of ireland	1990-1994	female	42-49	limerick	catholic	269
242	S1A-056	1	A	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	172
243	S1A-056	1	B	republic of ireland	1990-1994	female	19-25	tipperary	catholic	841
244	S1A-056	1	C	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	131
245	S1A-056	1	D	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	801
249	S1A-058	1	A	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	237
250	S1A-058	1	B	republic of ireland	1990-1994	female	19-25	tipperary	catholic	702
251	S1A-058	1	C	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	383
252	S1A-058	1	D	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	663
254	S1A-059	1	A	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	906
255	S1A-059	1	B	republic of ireland	1990-1994	female	50+	dublin (city)	catholic	1044
256	S1A-060	1	A	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	649
257	S1A-060	1	B	republic of ireland	1990-1994	female	50+	dublin (city)	catholic	764
258	S1A-061	1	A	republic of ireland	1990-1994	male	34-41	dublin (city)	catholic	1424
259	S1A-061	1	B	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	378
260	S1A-061	1	C	republic of ireland	1990-1994	female	19-25	dublin (city)	protestant	305
264	S1A-063	1	A	republic of ireland	1990-1994	female	19-25	mayo	catholic	870
265	S1A-063	1	B	republic of ireland	1990-1994	female	19-25	sligo	catholic	776
266	S1A-063	1	C	republic of ireland	1990-1994	female	19-25	mayo	catholic	328
268	S1A-064	1	A	republic of ireland	1990-1994	male	50+	tipperary	catholic	60
269	S1A-064	1	B	republic of ireland	1990-1994	female	50+	tipperary	catholic	148
270	S1A-064	1	C	republic of ireland	1990-1994	female	19-25	tipperary	catholic	178
271	S1A-064	1	D	republic of ireland	1990-1994	female	19-25	tipperary	catholic	288
272	S1A-064	1	E	republic of ireland	1990-1994	female	19-25	tipperary	catholic	595
273	S1A-064	1	F	non-corpus speaker	1990-1994	male	0-18	tipperary	catholic	1
274	S1A-064	1	G	non-corpus speaker	1990-1994	female	0-18	tipperary	catholic	92
275	S1A-064	1	H	republic of ireland	1990-1994	male	19-25	tipperary	catholic	2
280	S1A-066	1	A	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	387
281	S1A-066	1	B	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	601
282	S1A-066	1	C	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	867
283	S1A-067	1	A	republic of ireland	2002-2005	female	19-25	dublin (city)	catholic	905
284	S1A-067	1	B	republic of ireland	2002-2005	male	42-49	NA	catholic	241
285	S1A-067	1	C	republic of ireland	2002-2005	female	50+	NA	catholic	495
286	S1A-067	1	D	republic of ireland	2002-2005	male	19-25	NA	catholic	367
288	S1A-068	1	A	republic of ireland	2002-2005	female	19-25	wicklow	catholic	861
289	S1A-068	1	B	republic of ireland	2002-2005	female	26-33	galway (city)	catholic	381
290	S1A-068	1	C	republic of ireland	2002-2005	female	26-33	galway (city)	catholic	664
291	S1A-069	1	A	republic of ireland	1990-1994	male	19-25	dublin (city)	catholic	667
292	S1A-069	1	B	republic of ireland	1990-1994	female	19-25	mayo	catholic	638
293	S1A-069	1	C	republic of ireland	1990-1994	female	19-25	meath	catholic	756
294	S1A-070	1	A	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	1089
295	S1A-070	1	B	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	924
296	S1A-071	1	A	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	703
297	S1A-071	1	B	republic of ireland	1990-1994	male	19-25	dublin (city)	catholic	592
298	S1A-071	1	C	republic of ireland	1990-1994	male	26-33	dublin (city)	catholic	731
300	S1A-072	1	A	republic of ireland	1990-1994	female	19-25	sligo	catholic	562
301	S1A-072	1	B	republic of ireland	1990-1994	male	19-25	mayo	catholic	1204
302	S1A-072	1	C	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	366
303	S1A-072	1	D	republic of ireland	1990-1994	female	50+	mayo	catholic	16
305	S1A-073	1	A	republic of ireland	1990-1994	female	50+	dublin (city)	catholic	865
306	S1A-073	1	B	republic of ireland	1990-1994	male	50+	dublin (city)	catholic	1273
307	S1A-073	1	C	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	298
308	S1A-074	1	A	republic of ireland	1990-1994	female	50+	dublin (city)	catholic	1020
309	S1A-074	1	B	republic of ireland	1990-1994	male	50+	dublin (city)	catholic	760
310	S1A-074	1	C	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	650
312	S1A-075	1	B	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	290
313	S1A-075	1	C	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	356
314	S1A-076	1	A	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	1693
315	S1A-076	1	B	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	556
317	S1A-077	1	A	republic of ireland	1990-1994	female	50+	dublin (city)	catholic	598
319	S1A-077	1	C	republic of ireland	1990-1994	female	42-49	dublin (city)	catholic	616
320	S1A-077	1	D	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	520
322	S1A-078	1	A	republic of ireland	1990-1994	female	42-49	dublin (city)	catholic	589
323	S1A-078	1	B	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	868
324	S1A-078	1	C	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	302
325	S1A-078	1	D	republic of ireland	1990-1994	male	50+	dublin (city)	catholic	103
326	S1A-078	1	E	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	73
328	S1A-079	1	A	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	723
329	S1A-079	1	B	republic of ireland	1990-1994	female	26-33	dublin (city)	catholic	1420
330	S1A-079	1	C	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	22
331	S1A-079	1	D	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	140
333	S1A-080	1	A	mixed between ni and roi	1990-1994	female	19-25	dublin (city)	catholic	1089
334	S1A-080	1	B	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	396
337	S1A-081	1	A	republic of ireland	1990-1994	male	50+	tipperary	catholic	346
338	S1A-081	1	B	republic of ireland	1990-1994	female	50+	tipperary	catholic	341
339	S1A-081	1	C	republic of ireland	1990-1994	female	19-25	tipperary	catholic	257
340	S1A-081	1	D	republic of ireland	1990-1994	female	19-25	tipperary	catholic	137
341	S1A-081	1	E	republic of ireland	1990-1994	female	19-25	tipperary	catholic	275
342	S1A-081	1	F	non-corpus speaker	1990-1994	male	0-18	tipperary	catholic	225
343	S1A-081	1	G	non-corpus speaker	1990-1994	female	0-18	tipperary	catholic	218
344	S1A-081	1	H	republic of ireland	1990-1994	male	19-25	tipperary	catholic	125
346	S1A-082	1	A	republic of ireland	1990-1994	female	26-33	dublin (city)	catholic	578
347	S1A-082	1	B	republic of ireland	1990-1994	male	26-33	dublin (city)	catholic	122
348	S1A-082	1	C	republic of ireland	1990-1994	female	26-33	dublin (city)	catholic	292
349	S1A-082	1	D	republic of ireland	1990-1994	female	26-33	dublin (city)	catholic	20
350	S1A-082	1	E	republic of ireland	1990-1994	female	26-33	dublin (city)	catholic	544
352	S1A-082	1	G	republic of ireland	1990-1994	female	26-33	dublin (city)	catholic	493
354	S1A-083	1	A	republic of ireland	1990-1994	male	50+	limerick	catholic	406
355	S1A-083	1	B	republic of ireland	1990-1994	female	50+	limerick	catholic	938
356	S1A-083	1	C	republic of ireland	1990-1994	female	19-25	limerick	catholic	10
357	S1A-083	1	D	republic of ireland	1990-1994	male	50+	limerick	catholic	267
358	S1A-083	1	E	republic of ireland	1990-1994	female	42-49	limerick	catholic	314
359	S1A-083	1	F	republic of ireland	1990-1994	female	19-25	limerick	catholic	41
360	S1A-084	1	A	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	243
361	S1A-084	1	B	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	847
362	S1A-084	1	C	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	529
363	S1A-084	1	D	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	419
368	S1A-085	1	E	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	240
370	S1A-086	1	A	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	1541
371	S1A-086	1	B	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	873
372	S1A-087	1	A	republic of ireland	1990-1994	female	19-25	sligo	catholic	590
373	S1A-087	1	B	republic of ireland	1990-1994	male	19-25	mayo	catholic	951
374	S1A-087	1	C	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	434
376	S1A-088	1	A	republic of ireland	1990-1994	female	19-25	kerry	catholic	146
377	S1A-088	1	B	republic of ireland	1990-1994	female	19-25	NA	catholic	281
378	S1A-088	1	C	republic of ireland	1990-1994	female	19-25	NA	protestant	140
379	S1A-088	1	D	republic of ireland	1990-1994	female	19-25	NA	protestant	1122
380	S1A-088	1	E	republic of ireland	1990-1994	female	19-25	NA	protestant	425
382	S1A-089	1	B	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	96
388	S1A-090	1	B	republic of ireland	1990-1994	female	19-25	dublin (city)	catholic	561
392	S1A-091	1	A	northern ireland	2002-2005	female	26-33	belfast	catholic	390
393	S1A-091	1	B	northern ireland	2002-2005	female	26-33	belfast	catholic	298
394	S1A-091	2	C	northern ireland	2002-2005	female	26-33	belfast	protestant	870
395	S1A-091	2	D	northern ireland	2002-2005	female	26-33	belfast	catholic	605
396	S1A-092	1	A	northern ireland	2002-2005	female	26-33	belfast	protestant	1128
397	S1A-092	1	B	northern ireland	2002-2005	female	26-33	belfast	catholic	769
398	S1A-093	1	A	northern ireland	2002-2005	female	26-33	belfast	catholic	847
399	S1A-093	1	B	northern ireland	2002-2005	male	34-41	down	protestant	1164
400	S1A-094	1	A	mixed between ni and roi	2002-2005	female	26-33	dublin (city)	catholic	1419
401	S1A-094	1	B	northern ireland	2002-2005	female	26-33	belfast	catholic	503
402	S1A-095	1	A	northern ireland	2002-2005	female	26-33	belfast	catholic	1189
403	S1A-095	1	B	northern ireland	2002-2005	female	19-25	belfast	catholic	775
404	S1A-096	1	A	republic of ireland	2002-2005	female	50+	dublin (city)	catholic	1151
405	S1A-096	1	B	republic of ireland	2002-2005	female	50+	dublin (city)	jewish	756
406	S1A-097	1	A	republic of ireland	2002-2005	female	50+	dublin (city)	jewish	1462
407	S1A-097	1	B	republic of ireland	2002-2005	female	50+	dublin (city)	catholic	669
408	S1A-098	1	A	mixed between ni and roi	2002-2005	female	26-33	belfast	catholic	978
409	S1A-098	1	B	republic of ireland	2002-2005	female	19-25	NA	catholic	989
410	S1A-099	1	A	republic of ireland	2002-2005	female	19-25	dublin (city)	catholic	1187
411	S1A-099	1	B	republic of ireland	2002-2005	female	19-25	dublin (city)	catholic	724
412	S1A-100	1	A	republic of ireland	2002-2005	female	19-25	dublin (city)	jewish	1043
415	S1B-001	1	A	northern ireland	2002-2005	female	50+	belfast	protestant	2076
416	S1B-001	1	B	northern ireland	2002-2005	male	19-25	armagh	catholic	18
417	S1B-001	1	C	northern ireland	2002-2005	female	26-33	down	catholic	41
418	S1B-001	1	D	non-corpus speaker	2002-2005	female	19-25	NA	protestant	0
419	S1B-001	1	E	mixed between ni and roi	2002-2005	female	19-25	belfast	protestant	0
421	S1B-001	1	G	northern ireland	2002-2005	female	19-25	armagh	protestant	22
423	S1B-001	1	H	northern ireland	2002-2005	female	19-25	belfast	catholic	15
424	S1B-001	1	I	non-corpus speaker	2002-2005	male	19-25	NA	catholic	0
426	S1B-002	1	B	northern ireland	1990-1994	male	42-49	belfast	catholic	1137
428	S1B-003	1	A	northern ireland	2002-2005	male	42-49	down	protestant	1215
429	S1B-003	1	B	northern ireland	2002-2005	female	42-49	belfast	catholic	388
430	S1B-003	1	C	northern ireland	2002-2005	female	50+	belfast	catholic	65
437	S1B-004	1	C	northern ireland	2002-2005	female	19-25	belfast	protestant	34
439	S1B-004	1	E	non-corpus speaker	2002-2005	male	19-25	belfast	protestant	0
440	S1B-004	1	F	northern ireland	2002-2005	female	34-41	belfast	protestant	13
443	S1B-004	1	H	northern ireland	2002-2005	female	19-25	tyrone	catholic	128
445	S1B-005	1	A	northern ireland	2002-2005	female	42-49	belfast	catholic	315
446	S1B-005	1	B	northern ireland	2002-2005	male	42-49	down	protestant	1232
447	S1B-005	1	C	northern ireland	2002-2005	female	50+	belfast	catholic	7
449	S1B-006	1	A	northern ireland	2002-2005	female	19-25	down	catholic	1183
450	S1B-006	1	B	northern ireland	2002-2005	male	19-25	belfast	protestant	548
451	S1B-006	1	C	non-corpus speaker	2002-2005	female	19-25	belfast	catholic	0
452	S1B-006	1	D	northern ireland	2002-2005	female	26-33	belfast	catholic	91
453	S1B-006	1	E	northern ireland	2002-2005	male	19-25	armagh	catholic	29
454	S1B-006	1	F	northern ireland	2002-2005	female	19-25	down	catholic	52
455	S1B-006	1	G	northern ireland	2002-2005	female	19-25	antrim	catholic	9
457	S1B-007	1	A	northern ireland	2002-2005	male	26-33	NA	protestant	1736
458	S1B-007	1	B	northern ireland	2002-2005	female	19-25	belfast	catholic	2
459	S1B-007	1	C	northern ireland	2002-2005	female	19-25	belfast	protestant	43
462	S1B-007	1	E	northern ireland	2002-2005	male	19-25	belfast	protestant	155
463	S1B-007	1	F	northern ireland	2002-2005	male	19-25	belfast	protestant	100
464	S1B-007	1	G	northern ireland	2002-2005	female	26-33	belfast	protestant	41
465	S1B-007	1	H	northern ireland	2002-2005	female	26-33	belfast	protestant	19
467	S1B-008	1	A	northern ireland	2002-2005	female	50+	belfast	catholic	1787
469	S1B-008	1	B	northern ireland	2002-2005	female	42-49	belfast	catholic	246
470	S1B-008	1	C	northern ireland	2002-2005	female	50+	belfast	protestant	15
471	S1B-008	1	D	northern ireland	2002-2005	female	50+	belfast	catholic	18
472	S1B-008	1	E	northern ireland	2002-2005	female	50+	belfast	catholic	54
474	S1B-009	1	A	northern ireland	2002-2005	male	50+	belfast	catholic	1778
475	S1B-009	1	B	northern ireland	2002-2005	female	42-49	belfast	protestant	93
476	S1B-009	1	C	northern ireland	2002-2005	male	50+	antrim	protestant	7
477	S1B-009	1	D	northern ireland	2002-2005	female	26-33	belfast	protestant	6
478	S1B-009	1	E	northern ireland	2002-2005	female	42-49	antrim	catholic	38
479	S1B-009	1	F	northern ireland	2002-2005	female	42-49	tyrone	catholic	20
480	S1B-009	1	G	northern ireland	2002-2005	female	34-41	down	protestant	4
481	S1B-009	1	H	northern ireland	2002-2005	male	26-33	belfast	protestant	16
482	S1B-009	1	I	northern ireland	2002-2005	female	26-33	armagh	protestant	4
484	S1B-009	1	J	northern ireland	2002-2005	female	50+	belfast	catholic	33
485	S1B-010	1	A	northern ireland	2002-2005	male	26-33	NA	protestant	1986
486	S1B-010	1	B	northern ireland	2002-2005	female	26-33	belfast	protestant	65
487	S1B-010	1	C	northern ireland	2002-2005	male	19-25	belfast	protestant	66
488	S1B-010	1	D	northern ireland	2002-2005	male	19-25	belfast	protestant	11
489	S1B-010	1	E	northern ireland	2002-2005	female	19-25	belfast	protestant	5
491	S1B-011	1	A	republic of ireland	1990-1994	male	26-33	cork (city)	catholic	1514
492	S1B-011	1	C	republic of ireland	1990-1994	female	19-25	cork (county)	catholic	2
493	S1B-011	1	D	republic of ireland	1990-1994	female	19-25	cork (county)	catholic	4
495	S1B-011	1	F	republic of ireland	1990-1994	female	19-25	cork (county)	catholic	32
496	S1B-012	1	A	republic of ireland	1990-1994	male	26-33	cork (city)	catholic	1115
497	S1B-012	1	B	republic of ireland	1990-1994	female	19-25	cork (county)	catholic	149
498	S1B-012	1	C	republic of ireland	1990-1994	female	19-25	cork (county)	catholic	156
499	S1B-012	1	D	republic of ireland	1990-1994	male	19-25	cork (city)	catholic	253
500	S1B-012	1	E	republic of ireland	1990-1994	female	19-25	cork (county)	catholic	185
507	S1B-013	1	G	non-corpus speaker	1990-1994	male	34-41	dublin (city)	jewish	0
529	S1B-017	1	A	republic of ireland	2002-2005	female	34-41	dublin (city)	catholic	847
